scenario,seed,user,slot,area,opportunity,completed
static,1016,1,12,4,0,0
static,1016,1,13,4,0,0
static,1016,1,16,4,0,0
static,1016,1,17,40,1,1
static,1016,1,18,1,0,0
static,1016,1,20,1,0,0
static,1016,1,21,1,0,0
static,1016,1,22,8,0,0
static,1016,1,25,4,0,0
static,1016,1,26,4,0,0
static,1016,1,27,1,0,0
static,1016,1,28,56,1,1
static,1016,1,29,16,1,1
static,1016,1,30,1,0,0
static,1016,1,31,4,0,0
static,1016,1,32,48,0,0
static,1016,1,33,4,0,0
static,1016,1,35,1,0,0
static,1016,1,36,1,0,0
static,1016,1,38,1,0,0
static,1016,1,42,56,1,0
static,1016,1,43,1,0,0
static,1016,1,44,32,1,1
static,1016,1,46,1,0,0
static,1016,1,47,48,1,1
static,1016,2,1,1,0,0
static,1016,2,2,4,0,0
static,1016,2,3,1,0,0
static,1016,2,4,1,0,0
static,1016,2,5,4,0,0
static,1016,2,6,64,1,1
static,1016,2,8,48,0,0
static,1016,2,11,4,0,0
static,1016,2,12,1,0,0
static,1016,2,13,1,0,0
static,1016,2,14,4,0,0
static,1016,2,15,1,0,0
static,1016,2,16,16,0,0
static,1016,2,17,1,0,0
static,1016,2,18,1,0,0
static,1016,2,19,1,0,0
static,1016,2,20,1,0,0
static,1016,2,21,16,0,0
static,1016,2,23,1,0,0
static,1016,2,24,1,0,0
static,1016,2,25,1,0,0
static,1016,2,26,1,0,0
static,1016,2,27,24,1,0
static,1016,2,31,40,1,0
static,1016,2,32,1,0,0
static,1016,2,33,16,0,0
static,1016,2,34,4,1,0
static,1016,2,35,16,0,0
static,1016,2,36,16,0,0
static,1016,2,39,4,0,0
static,1016,2,40,8,0,0
static,1016,2,41,4,0,0
static,1016,2,42,1,0,0
static,1016,2,43,1,0,0
static,1016,2,44,1,0,0
static,1016,2,45,4,1,0
static,1016,2,46,4,0,0
static,1016,3,0,4,0,0
static,1016,3,1,36,1,1
static,1016,3,2,4,0,0
static,1016,3,3,16,0,0
static,1016,3,4,1,0,0
static,1016,3,5,16,0,0
static,1016,3,6,1,0,0
static,1016,3,8,4,0,0
static,1016,3,9,1,0,0
static,1016,3,10,40,1,1
static,1016,3,11,16,0,0
static,1016,3,12,1,0,0
static,1016,3,13,48,1,1
static,1016,3,15,4,0,0
static,1016,3,16,1,0,0
static,1016,3,17,1,0,0
static,1016,3,18,56,0,0
static,1016,3,19,4,0,0
static,1016,3,20,1,0,0
static,1016,3,21,24,0,0
static,1016,3,22,1,0,0
static,1016,3,24,1,0,0
static,1016,3,26,1,0,0
static,1016,3,28,4,0,0
static,1016,3,30,56,1,1
static,1016,3,31,4,0,0
static,1016,3,32,4,1,0
static,1016,3,33,1,0,0
static,1016,3,34,1,0,0
static,1016,3,35,4,0,0
static,1016,3,36,4,0,0
static,1016,3,37,32,1,0
static,1016,3,38,1,0,0
static,1016,3,39,1,0,0
static,1016,3,41,4,0,0
static,1016,3,42,1,0,0
static,1016,3,43,4,0,0
static,1016,3,44,1,0,0
static,1016,3,46,32,0,0
static,1016,3,47,36,1,1
static,1017,0,0,36,0,0
static,1017,0,1,1,0,0
static,1017,0,2,40,1,1
static,1017,0,3,4,0,0
static,1017,0,4,1,0,0
static,1017,0,5,1,0,0
static,1017,0,6,4,0,0
static,1017,0,8,4,0,0
static,1017,0,9,1,0,0
static,1017,0,10,4,0,0
static,1017,0,11,1,0,0
static,1017,0,12,4,0,0
static,1017,0,13,1,0,0
static,1017,0,14,1,0,0
static,1017,0,15,1,0,0
static,1017,0,17,4,0,0
static,1017,0,23,1,0,0
static,1017,0,24,1,0,0
static,1017,0,26,1,0,0
static,1017,0,27,4,0,0
static,1017,0,28,1,0,0
static,1017,0,29,1,0,0
static,1017,0,30,4,0,0
static,1017,0,31,4,0,0
static,1017,0,32,32,0,0
static,1017,0,33,48,1,1
static,1017,0,35,4,0,0
static,1017,0,36,56,1,1
static,1017,0,37,4,0,0
static,1017,0,39,48,1,0
static,1017,0,40,1,0,0
static,1017,0,43,40,0,0
static,1017,0,44,4,0,0
static,1017,0,45,4,0,0
static,1017,0,47,4,0,0
static,1017,1,0,1,0,0
static,1017,1,1,4,0,0
static,1017,1,2,1,0,0
static,1017,1,3,56,1,1
static,1017,1,5,1,0,0
static,1017,1,8,1,0,0
static,1017,1,9,4,0,0
static,1017,1,10,1,0,0
static,1017,1,11,1,0,0
static,1017,1,12,1,0,0
static,1017,1,13,4,0,0
static,1017,1,14,4,0,0
static,1017,1,15,1,0,0
static,1017,1,16,4,0,0
static,1017,1,17,1,0,0
static,1017,1,18,4,0,0
static,1017,1,19,1,0,0
static,1017,1,21,4,0,0
static,1017,1,22,1,0,0
static,1017,1,23,8,0,0
static,1017,1,24,48,1,0
static,1017,1,25,16,0,0
static,1017,1,27,1,0,0
static,1017,1,28,1,0,0
static,1017,1,29,16,1,0
static,1017,1,30,1,0,0
static,1017,1,31,4,0,0
static,1017,1,32,1,0,0
static,1017,1,33,16,0,0
static,1017,1,34,1,0,0
static,1017,1,35,4,0,0
static,1017,1,36,1,0,0
static,1017,1,37,1,0,0
static,1017,1,38,1,0,0
static,1017,1,39,1,0,0
static,1017,1,40,56,1,0
static,1017,1,43,1,0,0
static,1017,1,45,4,0,0
static,1017,1,46,1,0,0
static,1017,1,47,1,0,0
static,1017,2,0,1,0,0
static,1017,2,1,4,0,0
static,1017,2,3,40,0,0
static,1017,2,4,4,0,0
static,1017,2,6,1,0,0
static,1017,2,7,4,0,0
static,1017,2,8,4,0,0
static,1017,2,9,4,0,0
static,1017,2,11,4,0,0
static,1017,2,12,16,0,0
static,1017,2,14,48,0,0
static,1017,2,16,4,0,0
static,1017,2,17,1,0,0
static,1017,2,18,4,0,0
static,1017,2,19,4,0,0
static,1017,2,20,1,0,0
static,1017,2,21,16,0,0
static,1017,2,24,16,0,0
static,1017,2,26,4,0,0
static,1017,2,27,16,0,0
static,1017,2,29,4,0,0
static,1017,2,30,4,0,0
static,1017,2,31,1,0,0
static,1017,2,33,1,0,0
static,1017,2,34,56,1,0
static,1017,2,35,1,0,0
static,1017,2,36,16,0,0
static,1017,2,37,4,0,0
static,1017,2,38,32,0,0
static,1017,2,39,4,0,0
static,1017,2,40,8,0,0
static,1017,2,41,16,0,0
static,1017,2,46,16,0,0
static,1017,2,47,1,0,0
static,1017,3,0,4,0,0
static,1017,3,1,8,0,0
static,1017,3,2,4,0,0
static,1017,3,4,4,0,0
static,1017,3,5,1,0,0
static,1017,3,6,1,0,0
static,1017,3,7,4,0,0
static,1017,3,8,1,0,0
static,1017,3,9,1,0,0
static,1017,3,10,24,0,0
static,1017,3,13,1,0,0
static,1017,3,14,1,0,0
static,1017,3,15,1,0,0
static,1017,3,16,1,0,0
static,1017,3,17,4,0,0
static,1017,3,18,4,0,0
static,1017,3,19,4,0,0
static,1017,3,20,1,0,0
static,1017,3,23,4,0,0
static,1017,3,24,16,0,0
static,1017,3,25,56,1,1
static,1017,3,26,4,0,0
static,1017,3,28,4,0,0
static,1017,3,29,1,0,0
static,1017,3,30,56,0,0
static,1017,3,31,1,0,0
static,1017,3,34,4,0,0
static,1017,3,35,40,0,0
static,1017,3,38,1,0,0
static,1017,3,39,16,0,0
static,1017,3,40,4,0,0
static,1017,3,41,1,0,0
static,1017,3,42,4,0,0
static,1017,3,43,4,0,0
static,1017,3,44,1,0,0
static,1017,3,45,24,0,0
static,1017,3,46,16,0,0
static,1017,3,47,4,0,0
static,1018,0,0,1,0,0
static,1018,0,1,4,0,0
static,1018,0,2,1,0,0
static,1018,0,3,4,0,0
static,1018,0,4,1,0,0
static,1018,0,5,1,0,0
static,1018,0,6,8,0,0
static,1018,0,9,1,0,0
static,1018,0,10,1,0,0
static,1018,0,11,24,0,0
static,1018,0,12,1,0,0
static,1018,0,15,1,0,0
static,1018,0,16,1,0,0
static,1018,0,17,1,0,0
static,1018,0,18,40,1,1
static,1018,0,19,1,0,0
static,1018,0,20,4,0,0
static,1018,0,21,1,0,0
static,1018,0,22,16,0,0
static,1018,0,24,1,0,0
static,1018,0,25,8,0,0
static,1018,0,27,1,0,0
static,1018,0,28,1,0,0
static,1018,0,29,4,0,0
static,1018,0,30,1,0,0
static,1018,0,33,4,0,0
static,1018,0,34,1,0,0
static,1018,0,35,4,0,0
static,1018,0,36,4,0,0
static,1018,0,37,1,0,0
static,1018,0,39,1,0,0
static,1018,0,41,1,0,0
static,1018,0,42,4,0,0
static,1018,0,43,1,0,0
static,1018,0,44,48,0,0
static,1018,0,45,1,0,0
static,1018,0,46,32,1,0
static,1018,1,0,36,0,0
static,1018,1,1,4,0,0
static,1018,1,2,1,0,0
static,1018,1,3,1,0,0
static,1018,1,4,40,0,0
static,1018,1,5,1,0,0
static,1018,1,7,1,0,0
static,1018,1,9,1,0,0
static,1018,1,10,16,0,0
static,1018,1,11,8,0,0
static,1018,1,12,1,0,0
static,1018,1,13,1,0,0
static,1018,1,14,48,0,0
static,1018,1,15,4,0,0
static,1018,1,16,1,0,0
static,1018,1,17,32,0,0
static,1018,1,18,16,0,0
static,1018,1,19,1,0,0
static,1018,1,21,16,0,0
static,1018,1,23,1,0,0
static,1018,1,24,16,0,0
static,1018,1,25,1,0,0
static,1018,1,26,40,1,0
static,1018,1,27,16,0,0
static,1018,1,29,1,0,0
static,1018,1,31,1,0,0
static,1018,1,33,24,0,0
static,1018,1,34,1,0,0
static,1018,1,36,1,0,0
static,1018,1,37,16,0,0
static,1018,1,38,4,0,0
static,1018,1,40,40,0,0
static,1018,1,41,1,0,0
static,1018,1,42,48,0,0
static,1018,1,43,4,0,0
static,1018,1,44,1,0,0
static,1018,1,45,4,0,0
static,1018,1,46,40,0,0
static,1018,1,47,4,0,0
static,1018,2,1,4,0,0
static,1018,2,2,1,0,0
static,1018,2,4,16,0,0
static,1018,2,5,1,0,0
static,1018,2,6,24,1,1
static,1018,2,7,32,0,0
static,1018,2,8,24,1,0
static,1018,2,9,1,0,0
static,1018,2,11,4,0,0
static,1018,2,16,1,0,0
static,1018,2,17,1,0,0
static,1018,2,20,40,0,0
static,1018,2,21,1,0,0
static,1018,2,22,16,0,0
static,1018,2,23,16,0,0
static,1018,2,24,56,0,0
static,1018,2,27,4,0,0
static,1018,2,28,4,0,0
static,1018,2,29,1,0,0
static,1018,2,30,32,1,1
static,1018,2,31,1,0,0
static,1018,2,32,4,0,0
static,1018,2,33,1,0,0
static,1018,2,34,24,0,0
static,1018,2,35,64,0,0
static,1018,2,37,1,0,0
static,1018,2,39,8,0,0
static,1018,2,40,16,0,0
static,1018,2,41,1,0,0
static,1018,2,42,4,0,0
static,1018,2,44,16,0,0
static,1018,2,46,4,0,0
static,1018,2,47,4,0,0
static,1018,3,0,1,0,0
static,1018,3,3,1,0,0
static,1018,3,4,4,0,0
static,1018,3,5,1,0,0
static,1018,3,7,24,1,1
static,1018,3,8,24,0,0
static,1018,3,9,4,0,0
static,1018,3,10,4,0,0
static,1018,3,14,1,0,0
static,1018,3,15,4,0,0
static,1018,3,17,1,0,0
static,1018,3,18,32,1,1
static,1018,3,19,1,0,0
static,1018,3,20,4,0,0
static,1018,3,21,56,0,0
static,1018,3,23,1,0,0
static,1018,3,25,1,0,0
static,1018,3,26,4,0,0
static,1018,3,27,1,0,0
static,1018,3,29,24,0,0
static,1018,3,30,56,1,0
static,1018,3,31,4,0,0
static,1018,3,32,1,0,0
static,1018,3,33,1,0,0
static,1018,3,34,4,1,0
static,1018,3,35,1,0,0
static,1018,3,36,1,0,0
static,1018,3,37,24,0,0
static,1018,3,38,4,0,0
static,1018,3,39,4,0,0
static,1018,3,40,1,0,0
static,1018,3,42,1,0,0
static,1018,3,43,4,0,0
static,1018,3,44,40,0,0
static,1018,3,45,1,0,0
static,1018,3,46,16,0,0
static,1018,3,47,1,0,0
static,1019,0,0,1,0,0
static,1019,0,1,4,0,0
static,1019,0,2,1,0,0
static,1019,0,3,4,0,0
static,1019,0,4,1,0,0
static,1019,0,5,1,0,0
static,1019,0,6,1,0,0
static,1019,0,7,1,0,0
static,1019,0,8,16,0,0
static,1019,0,9,1,0,0
static,1019,0,10,1,0,0
static,1019,0,11,16,0,0
static,1019,0,12,4,0,0
static,1019,0,13,4,0,0
static,1019,0,14,4,0,0
static,1019,0,15,56,1,1
static,1019,0,16,56,1,1
static,1019,0,17,1,0,0
static,1019,0,18,1,0,0
static,1019,0,19,4,0,0
static,1019,0,21,24,0,0
static,1019,0,22,4,0,0
static,1019,0,23,4,0,0
static,1019,0,24,1,0,0
static,1019,0,25,56,0,0
static,1019,0,26,4,0,0
static,1019,0,27,4,0,0
static,1019,0,28,4,0,0
static,1019,0,29,56,0,0
static,1019,0,30,1,0,0
static,1019,0,32,4,0,0
static,1019,0,33,1,0,0
static,1019,0,34,1,0,0
static,1019,0,35,1,0,0
static,1019,0,36,1,0,0
static,1019,0,37,1,0,0
static,1019,0,38,1,0,0
static,1019,0,39,1,0,0
static,1019,0,40,32,0,0
static,1019,0,41,1,0,0
static,1019,0,43,1,0,0
static,1019,0,45,1,0,0
static,1019,0,46,1,0,0
static,1019,0,47,4,0,0
static,1019,1,0,4,0,0
static,1019,1,2,4,0,0
static,1019,1,3,4,1,0
static,1019,1,4,1,0,0
static,1019,1,5,1,0,0
static,1019,1,6,8,0,0
static,1019,1,8,1,0,0
static,1019,1,9,1,0,0
static,1019,1,10,4,0,0
static,1019,1,12,48,0,0
static,1019,1,13,56,1,1
static,1019,1,14,1,0,0
static,1019,1,16,1,0,0
static,1019,1,17,1,0,0
static,1019,1,18,4,0,0
static,1019,1,19,36,0,0
static,1019,1,20,1,0,0
static,1019,1,21,48,1,1
static,1019,1,22,4,0,0
static,1019,1,23,4,0,0
static,1019,1,25,16,0,0
static,1019,1,26,4,0,0
static,1019,1,27,1,0,0
static,1019,1,30,1,0,0
static,1019,1,34,1,0,0
static,1019,1,35,32,1,1
static,1019,1,36,4,0,0
static,1019,1,37,4,0,0
static,1019,1,38,32,0,0
static,1019,1,39,4,0,0
static,1019,1,40,56,0,0
static,1019,1,41,1,0,0
static,1019,1,42,56,0,0
static,1019,1,45,48,1,0
static,1019,1,46,1,0,0
static,1019,1,47,4,0,0
static,1019,2,1,1,0,0
static,1019,2,3,1,0,0
static,1019,2,4,1,0,0
static,1019,2,6,4,0,0
static,1019,2,7,4,0,0
static,1019,2,9,4,0,0
static,1019,2,10,4,0,0
static,1019,2,11,16,1,1
static,1019,2,12,4,0,0
static,1019,2,13,16,0,0
static,1019,2,14,4,0,0
static,1019,2,15,4,0,0
static,1019,2,16,24,0,0
static,1019,2,18,16,0,0
static,1019,2,19,1,0,0
static,1019,2,20,48,0,0
static,1019,2,21,4,0,0
static,1019,2,22,1,0,0
static,1019,2,23,4,0,0
static,1019,2,24,1,0,0
static,1019,2,28,1,0,0
static,1019,2,29,1,0,0
static,1019,2,30,1,0,0
static,1019,2,31,4,0,0
static,1019,2,32,1,0,0
static,1019,2,33,16,0,0
static,1019,2,34,8,0,0
static,1019,2,35,1,0,0
static,1019,2,36,1,0,0
static,1019,2,37,16,0,0
static,1019,2,38,48,1,1
static,1019,2,39,16,1,0
static,1019,2,40,1,0,0
static,1019,2,41,4,0,0
static,1019,2,42,1,0,0
static,1019,2,43,64,0,0
static,1019,2,45,1,0,0
static,1019,2,46,1,0,0
static,1019,2,47,1,0,0
static,1019,3,2,4,0,0
static,1019,3,3,1,0,0
static,1019,3,4,4,0,0
static,1019,3,5,4,0,0
static,1019,3,8,40,0,0
static,1019,3,9,4,0,0
static,1019,3,10,4,0,0
static,1019,3,11,16,1,1
static,1019,3,12,16,0,0
static,1019,3,13,32,1,1
static,1019,3,14,1,0,0
static,1019,3,15,4,0,0
static,1019,3,17,32,0,0
static,1019,3,18,1,0,0
static,1019,3,20,40,1,0
static,1019,3,21,1,0,0
static,1019,3,22,16,0,0
static,1019,3,24,1,0,0
static,1019,3,26,1,0,0
static,1019,3,27,1,0,0
static,1019,3,28,4,0,0
static,1019,3,29,32,0,0
static,1019,3,30,4,0,0
static,1019,3,32,16,1,1
static,1019,3,33,1,1,0
static,1019,3,36,16,1,0
static,1019,3,37,1,0,0
static,1019,3,38,1,0,0
static,1019,3,39,48,0,0
static,1019,3,40,4,0,0
static,1019,3,41,1,0,0
static,1019,3,42,16,0,0
static,1019,3,45,1,0,0
static,1019,3,46,4,0,0
walk,1000,0,2,1,0,0
walk,1000,0,3,1,0,0
walk,1000,0,4,1,0,0
walk,1000,0,5,4,0,0
walk,1000,0,6,1,0,0
walk,1000,0,7,16,0,0
walk,1000,0,12,1,0,0
walk,1000,0,13,48,1,0
walk,1000,0,15,1,0,0
walk,1000,0,16,32,0,0
walk,1000,0,18,4,0,0
walk,1000,0,20,64,0,0
walk,1000,0,21,24,1,1
walk,1000,0,22,4,0,0
walk,1000,0,23,1,0,0
walk,1000,0,24,1,0,0
walk,1000,0,25,32,1,0
walk,1000,0,26,40,1,0
walk,1000,0,28,1,0,0
walk,1000,0,29,40,1,0
walk,1000,0,30,1,0,0
walk,1000,0,32,4,1,0
walk,1000,0,33,1,0,0
walk,1000,0,34,4,0,0
walk,1000,0,35,1,0,0
walk,1000,0,37,1,0,0
walk,1000,0,40,1,0,0
walk,1000,0,41,4,0,0
walk,1000,0,42,4,0,0
walk,1000,0,43,4,0,0
walk,1000,0,44,1,0,0
walk,1000,0,45,16,1,0
walk,1000,0,46,48,1,1
walk,1000,0,47,4,0,0
walk,1000,1,0,4,0,0
walk,1000,1,1,4,0,0
walk,1000,1,2,1,0,0
walk,1000,1,3,64,1,1
walk,1000,1,4,8,0,0
walk,1000,1,5,1,0,0
walk,1000,1,6,4,0,0
walk,1000,1,7,4,0,0
walk,1000,1,8,4,0,0
walk,1000,1,9,1,0,0
walk,1000,1,10,1,0,0
walk,1000,1,11,4,0,0
walk,1000,1,12,4,1,0
walk,1000,1,15,1,0,0
walk,1000,1,16,1,0,0
walk,1000,1,17,48,0,0
walk,1000,1,18,4,0,0
walk,1000,1,19,4,0,0
walk,1000,1,20,24,0,0
walk,1000,1,21,1,0,0
walk,1000,1,22,1,0,0
walk,1000,1,23,4,0,0
walk,1000,1,24,1,0,0
walk,1000,1,26,1,0,0
walk,1000,1,27,4,0,0
walk,1000,1,28,4,0,0
walk,1000,1,29,4,0,0
walk,1000,1,30,1,0,0
walk,1000,1,32,4,0,0
walk,1000,1,33,4,0,0
walk,1000,1,34,1,0,0
walk,1000,1,35,1,0,0
walk,1000,1,37,1,0,0
walk,1000,1,38,4,0,0
walk,1000,1,39,32,0,0
walk,1000,1,41,4,0,0
walk,1000,1,43,4,0,0
walk,1000,1,44,1,0,0
walk,1000,1,45,1,0,0
walk,1000,1,47,4,0,0
walk,1000,2,0,1,0,0
walk,1000,2,1,1,0,0
walk,1000,2,2,1,0,0
walk,1000,2,5,4,0,0
walk,1000,2,7,1,0,0
walk,1000,2,8,1,0,0
walk,1000,2,9,1,0,0
walk,1000,2,11,4,0,0
walk,1000,2,12,8,1,0
walk,1000,2,13,16,1,0
walk,1000,2,14,4,0,0
walk,1000,2,15,16,0,0
walk,1000,2,16,24,1,1
walk,1000,2,17,1,0,0
walk,1000,2,18,16,0,0
walk,1000,2,20,24,0,0
walk,1000,2,21,1,0,0
walk,1000,2,23,4,0,0
walk,1000,2,24,1,0,0
walk,1000,2,25,4,0,0
walk,1000,2,26,4,0,0
walk,1000,2,28,1,0,0
walk,1000,2,29,40,0,0
walk,1000,2,30,1,0,0
walk,1000,2,31,4,0,0
walk,1000,2,33,4,0,0
walk,1000,2,34,1,0,0
walk,1000,2,35,4,0,0
walk,1000,2,37,1,0,0
walk,1000,2,38,1,0,0
walk,1000,2,39,1,0,0
walk,1000,2,40,1,0,0
walk,1000,2,44,1,0,0
walk,1000,2,45,16,0,0
walk,1000,2,46,1,0,0
walk,1000,2,47,1,0,0
walk,1000,3,1,1,0,0
walk,1000,3,2,4,0,0
walk,1000,3,3,16,0,0
walk,1000,3,4,8,0,0
walk,1000,3,5,40,0,0
walk,1000,3,6,36,1,1
walk,1000,3,7,16,0,0
walk,1000,3,8,1,0,0
walk,1000,3,9,1,0,0
walk,1000,3,11,16,0,0
walk,1000,3,12,4,0,0
walk,1000,3,13,40,0,0
walk,1000,3,14,1,0,0
walk,1000,3,15,4,0,0
walk,1000,3,17,8,1,0
walk,1000,3,19,24,1,0
walk,1000,3,21,4,0,0
walk,1000,3,22,1,0,0
walk,1000,3,24,1,0,0
walk,1000,3,25,4,1,0
walk,1000,3,26,48,0,0
walk,1000,3,31,4,0,0
walk,1000,3,32,4,0,0
walk,1000,3,34,1,0,0
walk,1000,3,36,4,0,0
walk,1000,3,37,16,0,0
walk,1000,3,39,1,0,0
walk,1000,3,40,16,0,0
walk,1000,3,42,36,0,0
walk,1000,3,43,4,0,0
walk,1000,3,46,56,0,0
walk,1001,0,0,4,1,0
walk,1001,0,3,24,0,0
walk,1001,0,4,4,0,0
walk,1001,0,6,1,0,0
walk,1001,0,7,4,0,0
walk,1001,0,8,1,0,0
walk,1001,0,9,4,0,0
walk,1001,0,11,1,0,0
walk,1001,0,12,1,0,0
walk,1001,0,13,1,0,0
walk,1001,0,14,1,0,0
walk,1001,0,15,1,0,0
walk,1001,0,16,1,0,0
walk,1001,0,17,16,0,0
walk,1001,0,18,4,0,0
walk,1001,0,20,32,0,0
walk,1001,0,21,24,0,0
walk,1001,0,22,1,0,0
walk,1001,0,23,1,0,0
walk,1001,0,24,4,0,0
walk,1001,0,25,4,0,0
walk,1001,0,27,8,0,0
walk,1001,0,28,1,0,0
walk,1001,0,29,24,0,0
walk,1001,0,31,1,0,0
walk,1001,0,33,4,0,0
walk,1001,0,34,1,0,0
walk,1001,0,35,4,0,0
walk,1001,0,36,4,0,0
walk,1001,0,41,4,0,0
walk,1001,0,42,1,1,0
walk,1001,0,43,1,0,0
walk,1001,0,44,4,0,0
walk,1001,0,45,1,0,0
walk,1001,0,47,4,1,0
walk,1001,1,0,32,0,0
walk,1001,1,1,1,0,0
walk,1001,1,2,16,1,1
walk,1001,1,3,1,0,0
walk,1001,1,5,1,0,0
walk,1001,1,6,16,0,0
walk,1001,1,7,4,0,0
walk,1001,1,10,1,0,0
walk,1001,1,11,4,0,0
walk,1001,1,13,8,0,0
walk,1001,1,14,4,0,0
walk,1001,1,15,4,0,0
walk,1001,1,16,4,0,0
walk,1001,1,17,4,0,0
walk,1001,1,18,4,0,0
walk,1001,1,21,1,0,0
walk,1001,1,22,16,0,0
walk,1001,1,23,1,0,0
walk,1001,1,24,1,0,0
walk,1001,1,25,1,0,0
walk,1001,1,27,4,0,0
walk,1001,1,28,16,0,0
walk,1001,1,31,1,0,0
walk,1001,1,34,1,0,0
walk,1001,1,36,1,0,0
walk,1001,1,38,1,0,0
walk,1001,1,39,1,0,0
walk,1001,1,40,32,1,1
walk,1001,1,41,4,0,0
walk,1001,1,42,16,0,0
walk,1001,1,43,4,0,0
walk,1001,1,44,48,1,1
walk,1001,1,45,1,0,0
walk,1001,1,47,16,1,0
walk,1001,2,0,1,0,0
walk,1001,2,1,1,0,0
walk,1001,2,2,4,0,0
walk,1001,2,4,32,0,0
walk,1001,2,5,4,0,0
walk,1001,2,6,4,0,0
walk,1001,2,7,1,0,0
walk,1001,2,8,1,0,0
walk,1001,2,10,1,0,0
walk,1001,2,11,1,0,0
walk,1001,2,12,4,0,0
walk,1001,2,14,1,0,0
walk,1001,2,17,4,0,0
walk,1001,2,18,1,0,0
walk,1001,2,19,1,0,0
walk,1001,2,20,4,0,0
walk,1001,2,22,1,0,0
walk,1001,2,23,1,0,0
walk,1001,2,24,56,1,1
walk,1001,2,25,4,0,0
walk,1001,2,26,56,1,1
walk,1001,2,27,4,0,0
walk,1001,2,28,4,0,0
walk,1001,2,30,40,0,0
walk,1001,2,31,56,1,1
walk,1001,2,32,1,0,0
walk,1001,2,34,4,0,0
walk,1001,2,35,16,0,0
walk,1001,2,38,1,0,0
walk,1001,2,39,1,0,0
walk,1001,2,42,4,0,0
walk,1001,2,43,4,0,0
walk,1001,2,44,32,0,0
walk,1001,2,45,4,0,0
walk,1001,2,46,4,0,0
walk,1001,2,47,4,0,0
walk,1001,3,1,1,0,0
walk,1001,3,2,56,0,0
walk,1001,3,5,4,0,0
walk,1001,3,6,4,0,0
walk,1001,3,7,1,0,0
walk,1001,3,9,40,0,0
walk,1001,3,10,4,1,0
walk,1001,3,12,1,0,0
walk,1001,3,13,4,0,0
walk,1001,3,14,48,1,0
walk,1001,3,16,48,1,0
walk,1001,3,17,1,0,0
walk,1001,3,18,4,0,0
walk,1001,3,19,1,0,0
walk,1001,3,20,48,1,0
walk,1001,3,21,1,0,0
walk,1001,3,23,1,0,0
walk,1001,3,24,4,0,0
walk,1001,3,25,16,0,0
walk,1001,3,26,1,0,0
walk,1001,3,27,1,0,0
walk,1001,3,32,4,0,0
walk,1001,3,33,1,0,0
walk,1001,3,34,4,0,0
walk,1001,3,36,4,0,0
walk,1001,3,37,1,0,0
walk,1001,3,38,4,0,0
walk,1001,3,39,1,0,0
walk,1001,3,40,4,1,0
walk,1001,3,44,1,0,0
walk,1001,3,45,4,0,0
walk,1001,3,47,4,0,0
walk,1002,0,0,4,0,0
walk,1002,0,1,4,0,0
walk,1002,0,2,56,1,1
walk,1002,0,4,1,0,0
walk,1002,0,5,4,0,0
walk,1002,0,6,1,0,0
walk,1002,0,7,1,0,0
walk,1002,0,8,4,0,0
walk,1002,0,9,4,0,0
walk,1002,0,10,4,0,0
walk,1002,0,11,16,0,0
walk,1002,0,12,4,0,0
walk,1002,0,13,16,0,0
walk,1002,0,14,1,0,0
walk,1002,0,15,16,0,0
walk,1002,0,16,8,0,0
walk,1002,0,17,1,0,0
walk,1002,0,18,4,0,0
walk,1002,0,19,1,0,0
walk,1002,0,20,4,0,0
walk,1002,0,21,4,0,0
walk,1002,0,22,4,0,0
walk,1002,0,23,64,0,0
walk,1002,0,24,4,0,0
walk,1002,0,26,4,0,0
walk,1002,0,27,4,0,0
walk,1002,0,28,4,0,0
walk,1002,0,29,8,0,0
walk,1002,0,30,32,1,1
walk,1002,0,31,56,1,1
walk,1002,0,32,1,0,0
walk,1002,0,34,4,0,0
walk,1002,0,35,1,0,0
walk,1002,0,38,4,0,0
walk,1002,0,39,4,0,0
walk,1002,0,40,8,0,0
walk,1002,0,41,1,0,0
walk,1002,0,42,16,0,0
walk,1002,0,43,16,0,0
walk,1002,0,44,36,0,0
walk,1002,0,45,1,0,0
walk,1002,0,46,1,0,0
walk,1002,0,47,4,0,0
walk,1002,1,1,1,0,0
walk,1002,1,2,4,1,0
walk,1002,1,3,1,0,0
walk,1002,1,5,8,0,0
walk,1002,1,6,4,0,0
walk,1002,1,7,4,0,0
walk,1002,1,8,56,1,1
walk,1002,1,9,8,0,0
walk,1002,1,10,1,0,0
walk,1002,1,13,1,0,0
walk,1002,1,14,4,0,0
walk,1002,1,15,1,0,0
walk,1002,1,17,4,0,0
walk,1002,1,18,32,1,0
walk,1002,1,19,1,0,0
walk,1002,1,20,4,1,0
walk,1002,1,21,4,0,0
walk,1002,1,23,56,1,0
walk,1002,1,24,48,1,0
walk,1002,1,25,1,0,0
walk,1002,1,27,4,0,0
walk,1002,1,28,4,0,0
walk,1002,1,30,1,0,0
walk,1002,1,31,1,0,0
walk,1002,1,33,16,0,0
walk,1002,1,34,1,0,0
walk,1002,1,35,1,0,0
walk,1002,1,36,1,0,0
walk,1002,1,37,4,0,0
walk,1002,1,38,1,0,0
walk,1002,1,39,1,0,0
walk,1002,1,40,4,0,0
walk,1002,1,41,1,0,0
walk,1002,1,44,1,0,0
walk,1002,1,45,1,0,0
walk,1002,2,2,1,0,0
walk,1002,2,4,1,0,0
walk,1002,2,6,1,0,0
